Sample ID,Location,Sample Date,Matrix,Sample Depth ft bgs,Analyte,Result,Units,Reporting Limit,Qualifier,Latitude,Longitude,Groundwater Elevation ft,Depth to Water ft,Site Area,Analytical Method
MW-2-2023Q3-A,MW-2,2023-08-17,Groundwater,,Arsenic,6.87,ug/L,1,,35.47842,-97.51498,1171.15,13.07,Source,EPA 6010D
MW-2-2023Q3-NAN,MW-2,2023-08-17,Groundwater,,Nitrate as N,3201,ug/L,50,,35.47842,-97.51498,1171.15,13.07,Source,EPA 300.0
MW-3-2023Q3-B,MW-3,2023-08-17,Groundwater,,Benzene,6.92,ug/L,0.5,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2023Q3-T,MW-3,2023-08-17,Groundwater,,Toluene,105,ug/L,1,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2023Q3-E,MW-3,2023-08-17,Groundwater,,Ethylbenzene,25.1,ug/L,1,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2023Q3-X,MW-3,2023-08-17,Groundwater,,Xylenes,193,ug/L,2,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2023Q3-T,MW-3,2023-08-17,Groundwater,,Trichloroethene,6.12,ug/L,0.5,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2023Q3-T,MW-3,2023-08-17,Groundwater,,Tetrachloroethene,4.06,ug/L,0.5,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2023Q3-VC,MW-3,2023-08-17,Groundwater,,Vinyl chloride,1.21,ug/L,0.2,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 8260D
MW-3-2023Q3-A,MW-3,2023-08-17,Groundwater,,Arsenic,4.84,ug/L,1,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 6010D
MW-3-2023Q3-NAN,MW-3,2023-08-17,Groundwater,,Nitrate as N,2310,ug/L,50,,35.47883,-97.51421,1170.67,13.55,Mid-plume,EPA 300.0
MW-4-2023Q3-B,MW-4,2023-08-17,Groundwater,,Benzene,5.78,ug/L,0.5,B,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2023Q3-T,MW-4,2023-08-17,Groundwater,,Toluene,47.5,ug/L,1,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2023Q3-E,MW-4,2023-08-17,Groundwater,,Ethylbenzene,14.0,ug/L,1,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2023Q3-X,MW-4,2023-08-17,Groundwater,,Xylenes,92.8,ug/L,2,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2023Q3-T,MW-4,2023-08-17,Groundwater,,Trichloroethene,3.06,ug/L,0.5,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2023Q3-T,MW-4,2023-08-17,Groundwater,,Tetrachloroethene,2.45,ug/L,0.5,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2023Q3-VC,MW-4,2023-08-17,Groundwater,,Vinyl chloride,0.776,ug/L,0.2,,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 8260D
MW-4-2023Q3-A,MW-4,2023-08-17,Groundwater,,Arsenic,2.80,ug/L,1,J,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 6010D
MW-4-2023Q3-NAN,MW-4,2023-08-17,Groundwater,,Nitrate as N,1400,ug/L,50,B,35.47916,-97.51352,1170.29,13.93,Mid-plume,EPA 300.0
MW-5-2023Q3-B,MW-5,2023-08-17,Groundwater,,Benzene,3.55,ug/L,0.5,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2023Q3-T,MW-5,2023-08-17,Groundwater,,Toluene,24.0,ug/L,1,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2023Q3-E,MW-5,2023-08-17,Groundwater,,Ethylbenzene,7.63,ug/L,1,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2023Q3-X,MW-5,2023-08-17,Groundwater,,Xylenes,62.0,ug/L,2,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2023Q3-T,MW-5,2023-08-17,Groundwater,,Trichloroethene,2.74,ug/L,0.5,R,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2023Q3-T,MW-5,2023-08-17,Groundwater,,Tetrachloroethene,0.887,ug/L,0.5,J,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2023Q3-VC,MW-5,2023-08-17,Groundwater,,Vinyl chloride,0.378,ug/L,0.2,J,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 8260D
MW-5-2023Q3-A,MW-5,2023-08-17,Groundwater,,Arsenic,1.91,ug/L,1,J,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 6010D
MW-5-2023Q3-NAN,MW-5,2023-08-17,Groundwater,,Nitrate as N,751,ug/L,50,,35.47942,-97.51274,1170.00,14.22,Downgradient,EPA 300.0
MW-6-2023Q3-B,MW-6,2023-08-17,Groundwater,,Benzene,<0.5,ug/L,0.5,U,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2023Q3-T,MW-6,2023-08-17,Groundwater,,Toluene,10.2,ug/L,1,,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2023Q3-E,MW-6,2023-08-17,Groundwater,,Ethylbenzene,1.11,ug/L,1,J,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2023Q3-X,MW-6,2023-08-17,Groundwater,,Xylenes,44.1,ug/L,2,,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2023Q3-T,MW-6,2023-08-17,Groundwater,,Trichloroethene,<0.5,ug/L,0.5,U,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2023Q3-T,MW-6,2023-08-17,Groundwater,,Tetrachloroethene,<0.5,ug/L,0.5,U,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2023Q3-VC,MW-6,2023-08-17,Groundwater,,Vinyl chloride,0.243,ug/L,0.2,J,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 8260D
MW-6-2023Q3-A,MW-6,2023-08-17,Groundwater,,Arsenic,<1,ug/L,1,U,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 6010D
MW-6-2023Q3-NAN,MW-6,2023-08-17,Groundwater,,Nitrate as N,554,ug/L,50,,35.47788,-97.51633,1169.84,14.38,Upgradient,EPA 300.0
MW-7-2023Q3-B,MW-7,2023-08-17,Groundwater,,Benzene,1.94,ug/L,0.5,,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 8260D
MW-7-2023Q3-T,MW-7,2023-08-17,Groundwater,,Toluene,20.7,ug/L,1,,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 8260D
MW-7-2023Q3-E,MW-7,2023-08-17,Groundwater,,Ethylbenzene,10.0,ug/L,1,,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 8260D
MW-7-2023Q3-X,MW-7,2023-08-17,Groundwater,,Xylenes,12.1,ug/L,2,,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 8260D
MW-7-2023Q3-T,MW-7,2023-08-17,Groundwater,,Trichloroethene,1.20,ug/L,0.5,J,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 8260D
MW-7-2023Q3-T,MW-7,2023-08-17,Groundwater,,Tetrachloroethene,1.48,ug/L,0.5,J,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 8260D
MW-7-2023Q3-VC,MW-7,2023-08-17,Groundwater,,Vinyl chloride,<0.2,ug/L,0.2,U,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 8260D
MW-7-2023Q3-A,MW-7,2023-08-17,Groundwater,,Arsenic,1.70,ug/L,1,J,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 6010D
MW-7-2023Q3-NAN,MW-7,2023-08-17,Groundwater,,Nitrate as N,544,ug/L,50,,35.48001,-97.51210,1169.89,14.33,Property boundary,EPA 300.0
MW-8-2023Q3-B,MW-8,2023-08-17,Groundwater,,Benzene,<0.5,ug/L,0.5,U,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 8260D
MW-8-2023Q3-T,MW-8,2023-08-17,Groundwater,,Toluene,24.8,ug/L,1,,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 8260D
MW-8-2023Q3-E,MW-8,2023-08-17,Groundwater,,Ethylbenzene,4.66,ug/L,1,,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 8260D
MW-8-2023Q3-X,MW-8,2023-08-17,Groundwater,,Xylenes,52.7,ug/L,2,,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 8260D
MW-8-2023Q3-T,MW-8,2023-08-17,Groundwater,,Trichloroethene,0.688,ug/L,0.5,J,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 8260D
MW-8-2023Q3-T,MW-8,2023-08-17,Groundwater,,Tetrachloroethene,0.614,ug/L,0.5,J,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 8260D
MW-8-2023Q3-VC,MW-8,2023-08-17,Groundwater,,Vinyl chloride,0.256,ug/L,0.2,J,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 8260D
MW-8-2023Q3-A,MW-8,2023-08-17,Groundwater,,Arsenic,<1,ug/L,1,U,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 6010D
MW-8-2023Q3-NAN,MW-8,2023-08-17,Groundwater,,Nitrate as N,123,ug/L,50,J,35.48044,-97.51142,1169.78,14.44,Offsite sentinel,EPA 300.0
MW-1-2023Q4-B,MW-1,2023-11-15,Groundwater,,Benzene,13.0,ug/L,0.5,,35.47821,-97.51566,1171.96,12.26,Source,EPA 8260D
MW-1-2023Q4-T,MW-1,2023-11-15,Groundwater,,Toluene,182,ug/L,1,,35.47821,-97.51566,1171.96,12.26,Source,EPA 8260D
MW-1-2023Q4-E,MW-1,2023-11-15,Groundwater,,Ethylbenzene,54.0,ug/L,1,,35.47821,-97.51566,1171.96,12.26,Source,EPA 8260D
MW-1-2023Q4-X,MW-1,2023-11-15,Groundwater,,Xylenes,305,ug/L,2,,35.47821,-97.51566,1171.96,12.26,Source,EPA 8260D
MW-1-2023Q4-T,MW-1,2023-11-15,Groundwater,,Trichloroethene,11.7,ug/L,0.5,,35.47821,-97.51566,1171.96,12.26,Source,EPA 8260D
MW-1-2023Q4-T,MW-1,2023-11-15,Groundwater,,Tetrachloroethene,8.26,ug/L,0.5,,35.47821,-97.51566,1171.96,12.26,Source,EPA 8260D
MW-1-2023Q4-VC,MW-1,2023-11-15,Groundwater,,Vinyl chloride,2.11,ug/L,0.2,,35.47821,-97.51566,1171.96,12.26,Source,EPA 8260D
MW-1-2023Q4-A,MW-1,2023-11-15,Groundwater,,Arsenic,8.50,ug/L,1,,35.47821,-97.51566,1171.96,12.26,Source,EPA 6010D
MW-1-2023Q4-NAN,MW-1,2023-11-15,Groundwater,,Nitrate as N,3685,ug/L,50,,35.47821,-97.51566,1171.96,12.26,Source,EPA 300.0
MW-2-2023Q4-B,MW-2,2023-11-15,Groundwater,,Benzene,9.44,ug/L,0.5,,35.47842,-97.51498,1171.51,12.71,Source,EPA 8260D
MW-2-2023Q4-T,MW-2,2023-11-15,Groundwater,,Toluene,145,ug/L,1,,35.47842,-97.51498,1171.51,12.71,Source,EPA 8260D
MW-2-2023Q4-E,MW-2,2023-11-15,Groundwater,,Ethylbenzene,36.5,ug/L,1,,35.47842,-97.51498,1171.51,12.71,Source,EPA 8260D
MW-2-2023Q4-X,MW-2,2023-11-15,Groundwater,,Xylenes,261,ug/L,2,,35.47842,-97.51498,1171.51,12.71,Source,EPA 8260D
MW-2-2023Q4-T,MW-2,2023-11-15,Groundwater,,Trichloroethene,8.71,ug/L,0.5,,35.47842,-97.51498,1171.51,12.71,Source,EPA 8260D
MW-2-2023Q4-T,MW-2,2023-11-15,Groundwater,,Tetrachloroethene,5.60,ug/L,0.5,,35.47842,-97.51498,1171.51,12.71,Source,EPA 8260D
MW-2-2023Q4-VC,MW-2,2023-11-15,Groundwater,,Vinyl chloride,1.85,ug/L,0.2,,35.47842,-97.51498,1171.51,12.71,Source,EPA 8260D
MW-2-2023Q4-A,MW-2,2023-11-15,Groundwater,,Arsenic,6.50,ug/L,1,,35.47842,-97.51498,1171.51,12.71,Source,EPA 6010D
MW-2-2023Q4-NAN,MW-2,2023-11-15,Groundwater,,Nitrate as N,2674,ug/L,50,,35.47842,-97.51498,1171.51,12.71,Source,EPA 300.0
MW-3-2023Q4-B,MW-3,2023-11-15,Groundwater,,Benzene,6.79,ug/L,0.5,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 8260D
MW-3-2023Q4-T,MW-3,2023-11-15,Groundwater,,Toluene,86.5,ug/L,1,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 8260D
MW-3-2023Q4-E,MW-3,2023-11-15,Groundwater,,Ethylbenzene,23.8,ug/L,1,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 8260D
MW-3-2023Q4-X,MW-3,2023-11-15,Groundwater,,Xylenes,191,ug/L,2,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 8260D
MW-3-2023Q4-T,MW-3,2023-11-15,Groundwater,,Trichloroethene,5.63,ug/L,0.5,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 8260D
MW-3-2023Q4-T,MW-3,2023-11-15,Groundwater,,Tetrachloroethene,4.55,ug/L,0.5,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 8260D
MW-3-2023Q4-VC,MW-3,2023-11-15,Groundwater,,Vinyl chloride,1.21,ug/L,0.2,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 8260D
MW-3-2023Q4-A,MW-3,2023-11-15,Groundwater,,Arsenic,3.74,ug/L,1,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 6010D
MW-3-2023Q4-NAN,MW-3,2023-11-15,Groundwater,,Nitrate as N,1885,ug/L,50,,35.47883,-97.51421,1171.03,13.19,Mid-plume,EPA 300.0
MW-4-2023Q4-B,MW-4,2023-11-15,Groundwater,,Benzene,3.34,ug/L,0.5,,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 8260D
MW-4-2023Q4-T,MW-4,2023-11-15,Groundwater,,Toluene,41.6,ug/L,1,,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 8260D
MW-4-2023Q4-E,MW-4,2023-11-15,Groundwater,,Ethylbenzene,11.9,ug/L,1,,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 8260D
MW-4-2023Q4-X,MW-4,2023-11-15,Groundwater,,Xylenes,130,ug/L,2,,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 8260D
MW-4-2023Q4-T,MW-4,2023-11-15,Groundwater,,Trichloroethene,3.74,ug/L,0.5,,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 8260D
MW-4-2023Q4-T,MW-4,2023-11-15,Groundwater,,Tetrachloroethene,2.87,ug/L,0.5,,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 8260D
MW-4-2023Q4-VC,MW-4,2023-11-15,Groundwater,,Vinyl chloride,0.591,ug/L,0.2,J,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 8260D
MW-4-2023Q4-A,MW-4,2023-11-15,Groundwater,,Arsenic,2.66,ug/L,1,J,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 6010D
MW-4-2023Q4-NAN,MW-4,2023-11-15,Groundwater,,Nitrate as N,1352,ug/L,50,,35.47916,-97.51352,1170.65,13.57,Mid-plume,EPA 300.0
MW-5-2023Q4-B,MW-5,2023-11-15,Groundwater,,Benzene,1.81,ug/L,0.5,,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 8260D
MW-5-2023Q4-T,MW-5,2023-11-15,Groundwater,,Toluene,34.7,ug/L,1,,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 8260D
MW-5-2023Q4-E,MW-5,2023-11-15,Groundwater,,Ethylbenzene,7.85,ug/L,1,,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 8260D
MW-5-2023Q4-X,MW-5,2023-11-15,Groundwater,,Xylenes,72.5,ug/L,2,,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 8260D
MW-5-2023Q4-T,MW-5,2023-11-15,Groundwater,,Trichloroethene,2.00,ug/L,0.5,,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 8260D
MW-5-2023Q4-T,MW-5,2023-11-15,Groundwater,,Tetrachloroethene,1.71,ug/L,0.5,,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 8260D
MW-5-2023Q4-VC,MW-5,2023-11-15,Groundwater,,Vinyl chloride,0.445,ug/L,0.2,J,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 8260D
MW-5-2023Q4-A,MW-5,2023-11-15,Groundwater,,Arsenic,<1,ug/L,1,U,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 6010D
MW-5-2023Q4-NAN,MW-5,2023-11-15,Groundwater,,Nitrate as N,429,ug/L,50,,35.47942,-97.51274,1170.36,13.86,Downgradient,EPA 300.0
MW-6-2023Q4-B,MW-6,2023-11-15,Groundwater,,Benzene,<0.5,ug/L,0.5,U,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 8260D
MW-6-2023Q4-T,MW-6,2023-11-15,Groundwater,,Toluene,23.1,ug/L,1,,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 8260D
MW-6-2023Q4-E,MW-6,2023-11-15,Groundwater,,Ethylbenzene,3.26,ug/L,1,,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 8260D
MW-6-2023Q4-X,MW-6,2023-11-15,Groundwater,,Xylenes,57.9,ug/L,2,,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 8260D
MW-6-2023Q4-T,MW-6,2023-11-15,Groundwater,,Trichloroethene,1.00,ug/L,0.5,J,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 8260D
MW-6-2023Q4-T,MW-6,2023-11-15,Groundwater,,Tetrachloroethene,0.778,ug/L,0.5,J,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 8260D
MW-6-2023Q4-VC,MW-6,2023-11-15,Groundwater,,Vinyl chloride,<0.2,ug/L,0.2,U,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 8260D
MW-6-2023Q4-A,MW-6,2023-11-15,Groundwater,,Arsenic,<1,ug/L,1,U,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 6010D
MW-6-2023Q4-NAN,MW-6,2023-11-15,Groundwater,,Nitrate as N,218,ug/L,50,,35.47788,-97.51633,1170.20,14.02,Upgradient,EPA 300.0
MW-7-2023Q4-B,MW-7,2023-11-15,Groundwater,,Benzene,0.816,ug/L,0.5,J,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 8260D
MW-7-2023Q4-T,MW-7,2023-11-15,Groundwater,,Toluene,16.0,ug/L,1,,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 8260D
MW-7-2023Q4-E,MW-7,2023-11-15,Groundwater,,Ethylbenzene,5.15,ug/L,1,,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 8260D
MW-7-2023Q4-X,MW-7,2023-11-15,Groundwater,,Xylenes,46.4,ug/L,2,,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 8260D
MW-7-2023Q4-T,MW-7,2023-11-15,Groundwater,,Trichloroethene,0.573,ug/L,0.5,J,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 8260D
MW-7-2023Q4-T,MW-7,2023-11-15,Groundwater,,Tetrachloroethene,1.35,ug/L,0.5,J,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 8260D
MW-7-2023Q4-VC,MW-7,2023-11-15,Groundwater,,Vinyl chloride,<0.2,ug/L,0.2,U,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 8260D
MW-7-2023Q4-A,MW-7,2023-11-15,Groundwater,,Arsenic,<1,ug/L,1,U,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 6010D
MW-7-2023Q4-NAN,MW-7,2023-11-15,Groundwater,,Nitrate as N,439,ug/L,50,,35.48001,-97.51210,1170.25,13.97,Property boundary,EPA 300.0
MW-8-2023Q4-B,MW-8,2023-11-15,Groundwater,,Benzene,1.21,ug/L,0.5,J,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 8260D
MW-8-2023Q4-T,MW-8,2023-11-15,Groundwater,,Toluene,6.70,ug/L,1,,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 8260D
MW-8-2023Q4-E,MW-8,2023-11-15,Groundwater,,Ethylbenzene,<1,ug/L,1,U,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 8260D
MW-8-2023Q4-X,MW-8,2023-11-15,Groundwater,,Xylenes,24.7,ug/L,2,,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 8260D
MW-8-2023Q4-T,MW-8,2023-11-15,Groundwater,,Trichloroethene,1.32,ug/L,0.5,J,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 8260D
MW-8-2023Q4-T,MW-8,2023-11-15,Groundwater,,Tetrachloroethene,<0.5,ug/L,0.5,U,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 8260D
MW-8-2023Q4-VC,MW-8,2023-11-15,Groundwater,,Vinyl chloride,<0.2,ug/L,0.2,U,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 8260D
MW-8-2023Q4-A,MW-8,2023-11-15,Groundwater,,Arsenic,<1,ug/L,1,U,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 6010D
MW-8-2023Q4-NAN,MW-8,2023-11-15,Groundwater,,Nitrate as N,<50,ug/L,50,U,35.48044,-97.51142,1170.14,14.08,Offsite sentinel,EPA 300.0
MW-1-2024Q1-B,MW-1,2024-02-14,Groundwater,,Benzene,13.7,ug/L,0.5,,35.47821,-97.51566,1171.49,12.73,Source,EPA 8260D
MW-1-2024Q1-T,MW-1,2024-02-14,Groundwater,,Toluene,180,ug/L,1,,35.47821,-97.51566,1171.49,12.73,Source,EPA 8260D
MW-1-2024Q1-E,MW-1,2024-02-14,Groundwater,,Ethylbenzene,52.2,ug/L,1,,35.47821,-97.51566,1171.49,12.73,Source,EPA 8260D
MW-1-2024Q1-X,MW-1,2024-02-14,Groundwater,,Xylenes,325,ug/L,2,,35.47821,-97.51566,1171.49,12.73,Source,EPA 8260D
MW-1-2024Q1-T,MW-1,2024-02-14,Groundwater,,Trichloroethene,15.0,ug/L,0.5,,35.47821,-97.51566,1171.49,12.73,Source,EPA 8260D
MW-1-2024Q1-T,MW-1,2024-02-14,Groundwater,,Tetrachloroethene,8.81,ug/L,0.5,,35.47821,-97.51566,1171.49,12.73,Source,EPA 8260D
MW-1-2024Q1-VC,MW-1,2024-02-14,Groundwater,,Vinyl chloride,2.89,ug/L,0.2,,35.47821,-97.51566,1171.49,12.73,Source,EPA 8260D
MW-1-2024Q1-A,MW-1,2024-02-14,Groundwater,,Arsenic,9.37,ug/L,1,,35.47821,-97.51566,1171.49,12.73,Source,EPA 6010D
MW-1-2024Q1-NAN,MW-1,2024-02-14,Groundwater,,Nitrate as N,4585,ug/L,50,,35.47821,-97.51566,1171.49,12.73,Source,EPA 300.0
MW-2-2024Q1-B,MW-2,2024-02-14,Groundwater,,Benzene,10.9,ug/L,0.5,,35.47842,-97.51498,1171.04,13.18,Source,EPA 8260D
MW-2-2024Q1-T,MW-2,2024-02-14,Groundwater,,Toluene,138,ug/L,1,,35.47842,-97.51498,1171.04,13.18,Source,EPA 8260D
MW-2-2024Q1-E,MW-2,2024-02-14,Groundwater,,Ethylbenzene,39.9,ug/L,1,,35.47842,-97.51498,1171.04,13.18,Source,EPA 8260D
MW-2-2024Q1-X,MW-2,2024-02-14,Groundwater,,Xylenes,300,ug/L,2,,35.47842,-97.51498,1171.04,13.18,Source,EPA 8260D
MW-2-2024Q1-T,MW-2,2024-02-14,Groundwater,,Trichloroethene,11.3,ug/L,0.5,,35.47842,-97.51498,1171.04,13.18,Source,EPA 8260D
MW-2-2024Q1-T,MW-2,2024-02-14,Groundwater,,Tetrachloroethene,6.51,ug/L,0.5,,35.47842,-97.51498,1171.04,13.18,Source,EPA 8260D
MW-2-2024Q1-VC,MW-2,2024-02-14,Groundwater,,Vinyl chloride,2.22,ug/L,0.2,,35.47842,-97.51498,1171.04,13.18,Source,EPA 8260D
MW-2-2024Q1-A,MW-2,2024-02-14,Groundwater,,Arsenic,7.83,ug/L,1,,35.47842,-97.51498,1171.04,13.18,Source,EPA 6010D
MW-2-2024Q1-NAN,MW-2,2024-02-14,Groundwater,,Nitrate as N,3301,ug/L,50,,35.47842,-97.51498,1171.04,13.18,Source,EPA 300.0
MW-3-2024Q1-B,MW-3,2024-02-14,Groundwater,,Benzene,8.42,ug/L,0.5,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 8260D
MW-3-2024Q1-T,MW-3,2024-02-14,Groundwater,,Toluene,86.8,ug/L,1,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 8260D
MW-3-2024Q1-E,MW-3,2024-02-14,Groundwater,,Ethylbenzene,25.8,ug/L,1,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 8260D
MW-3-2024Q1-X,MW-3,2024-02-14,Groundwater,,Xylenes,157,ug/L,2,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 8260D
MW-3-2024Q1-T,MW-3,2024-02-14,Groundwater,,Trichloroethene,6.52,ug/L,0.5,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 8260D
MW-3-2024Q1-T,MW-3,2024-02-14,Groundwater,,Tetrachloroethene,4.39,ug/L,0.5,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 8260D
MW-3-2024Q1-VC,MW-3,2024-02-14,Groundwater,,Vinyl chloride,1.53,ug/L,0.2,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 8260D
MW-3-2024Q1-A,MW-3,2024-02-14,Groundwater,,Arsenic,5.25,ug/L,1,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 6010D
MW-3-2024Q1-NAN,MW-3,2024-02-14,Groundwater,,Nitrate as N,2081,ug/L,50,,35.47883,-97.51421,1170.55,13.67,Mid-plume,EPA 300.0
MW-4-2024Q1-B,MW-4,2024-02-14,Groundwater,,Benzene,4.89,ug/L,0.5,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 8260D
MW-4-2024Q1-T,MW-4,2024-02-14,Groundwater,,Toluene,65.7,ug/L,1,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 8260D
MW-4-2024Q1-E,MW-4,2024-02-14,Groundwater,,Ethylbenzene,14.8,ug/L,1,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 8260D
MW-4-2024Q1-X,MW-4,2024-02-14,Groundwater,,Xylenes,114,ug/L,2,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 8260D
MW-4-2024Q1-T,MW-4,2024-02-14,Groundwater,,Trichloroethene,4.02,ug/L,0.5,,35.47916,-97.51352,1170.18,14.04,Mid-plume,EPA 8260D
